ID,POS,#,Name,Nickname,Age,NAT,COB,HT,WT,B,T,Schl,CommSch,COMP,HSC,PIT,G/F,VELO,Slot,PT,G,Starts,PA,AB,H,2B,3B,HR,RBI,R,BB,SO,EBH,AVG,OBP,SLG,RC,RC/27,ISO,wOBA,OPS,BABIP,WPA,WAR,PI/PA,SB,CS,GP,GS,W,L,SV,BS,HLD,IP,HA,HRA,R,ER,BB,K,ERA,BABIP,WHIP,RA/9,HR/9,H/9,BB/9,K/9,K/BB,QS,CG,SHO,GO%,FIP,WPA,WAR,rWAR,DEM,Sign,SctAcc,Year,Notes
35249,2B,50,CHARLIE ROGERS,,20,USA,"Nashville, TN","5' 10""",170 lbs,Right,Right,Red River State,-,Good,CO Sophomore,1,NEU,80-83 Mph,Normal (3/4),Normal,54,54,273,245,62,11,1,1,41,51,21,23,13,0.253,0.322,0.318,28.2,3.9,0.065,0.291,0.641,0.276,0,-0.6,0,27,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35482,C,33,CHARLIE ROW,,18,USA,"Hanover, PA","5' 9""",165 lbs,Right,Right,Aberdeen,Graham College,Average,HS Senior,1,FB,80-83 Mph,Over the Top,Normal,21,21,105,86,39,12,0,1,27,36,14,6,13,0.453,0.539,0.628,31.2,16.2,0.174,0.493,1.167,0.481,0,1.6,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Hard,Average,1935,
37920,C,21,CHARLIE SMITH,,20,USA,"Los Angeles, CA","5' 10""",175 lbs,Right,Right,Redwood University,-,Great,CO Junior,1,NEU,80-83 Mph,Over the Top,Normal,47,47,236,210,57,9,1,1,30,41,21,25,11,0.271,0.339,0.338,26.5,4.6,0.067,0.308,0.677,0.299,0,-0.2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35510,SP,1,CHICK MERRITT,,18,USA,"Burlington, IA","5' 8""",135 lbs,Right,Right,Bardney Prep,Whitney College,Average,HS Senior,4,NEU,84-86 Mph,Normal (3/4),Normal,24,24,124,114,45,10,1,1,24,41,5,8,12,0.395,0.415,0.526,26,9.3,0.132,0.403,0.941,0.407,0,0.9,0,7,3,12,7,4,1,0,0,0,56.1,42,1,16,13,23,59,2.08,0.25,1.15,10.7,0.2,6.7,3.7,9.4,2.6,0,0,0,0,2.67,0,1.7,2,Slot,Normal,Average,1935,
34113,2B,13,CHOP LEWIS,CHARLIE,19,USA,"New Bedford, MA","5' 10""",175 lbs,Left,Right,Strub College,-,Average,CO Freshman,1,NEU,80-83 Mph,Over the Top,Normal,59,59,299,288,83,9,2,1,44,59,7,13,12,0.288,0.304,0.344,32.2,4,0.056,0.287,0.648,0.296,0,-0.8,0,31,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35346,CF,11,CHUCK HARRINGTON,,16,USA,"New York, NY","6' 0""",165 lbs,Right,Right,Newton,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,25,25,129,113,45,8,1,1,26,41,14,6,10,0.398,0.473,0.513,31.9,12.1,0.115,0.438,0.986,0.415,0,1.4,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34203,SS,23,CHUCK RAY,,16,USA,"New Haven, CT","5' 9""",145 lbs,Left,Right,Maxwell Vo-Tech,-,Average,HS Junior,3,FB,80-83 Mph,Over the Top,Normal,22,22,114,94,40,10,5,1,21,33,15,8,16,0.426,0.491,0.67,35.1,14.1,0.245,0.479,1.161,0.443,0,1.6,0,30,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34651,C,3,CHUCK WILLIAMS,,15,USA,"St. Cloud, MN","5' 9""",160 lbs,Right,Right,Stillwater,-,Average,HS Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,26,26,132,115,47,16,0,1,29,39,14,9,17,0.409,0.47,0.574,33.7,12.6,0.165,0.452,1.044,0.43,0,1.6,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35533,3B,47,CLARENCE CLARKE,,18,USA,"New York, NY","6' 0""",165 lbs,Right,Right,Colton,Dickson College,Average,HS Senior,1,FB,80-83 Mph,Over the Top,Normal,23,23,119,100,46,13,2,1,26,33,12,3,16,0.46,0.526,0.66,38.7,16.9,0.2,0.496,1.186,0.464,0,1.9,0,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34300,CF,7,CLIFF MURPHY,,18,USA,"Mendenhall, MS","5' 10""",155 lbs,Left,Right,Ripley,Northern Mississippi,Average,HS Senior,1,NEU,80-83 Mph,Normal (3/4),Normal,25,25,129,110,55,15,4,1,34,40,13,2,20,0.5,0.547,0.736,47.8,19.9,0.236,0.536,1.283,0.491,0,2.5,0,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$950 ,Extremely Hard,Average,1935,
34596,CF,15,CLYDE COFFER,,16,USA,"St. Paul, MN","5' 10""",145 lbs,Right,Left,St. Paul,-,Average,HS Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,24,24,124,109,44,10,2,1,28,36,11,5,13,0.404,0.455,0.56,31.1,11,0.156,0.436,1.015,0.41,0,1.3,0,28,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34154,3B,15,COTTON LANDRY,,20,USA,"Greensboro, NC","5' 8""",175 lbs,Right,Right,Carolina Central College,-,Fair,CO Sophomore,1,FB,80-83 Mph,Over the Top,Normal,53,53,268,233,79,12,1,1,47,56,23,3,14,0.339,0.408,0.412,43.6,7.1,0.073,0.365,0.82,0.336,0,1.1,0,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
37465,LF,20,DANNY VINCENT,,20,USA,"Fresno, CA","5' 9""",165 lbs,Right,Left,Boulder State,-,Great,CO Junior,1,FB,80-83 Mph,Normal (3/4),Normal,63,63,316,283,74,12,9,1,43,53,23,4,22,0.261,0.323,0.378,40.8,5,0.117,0.308,0.701,0.26,0,-0.2,0,33,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Hard,Average,1935,
35545,LF,35,DAVE ECHARD,,18,USA,"Chicago, IL","6' 0""",175 lbs,Right,Right,Edgerton,Lincoln College,Average,HS Senior,1,FB,80-83 Mph,Normal (3/4),Normal,22,22,112,102,51,14,2,1,29,47,5,2,17,0.5,0.545,0.706,40.4,20.6,0.206,0.539,1.251,0.505,0,2.2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Hard,Average,1935,
34011,SS,15,DAVE MESSER,,16,USA,"Minneapolis, MN","6' 1""",165 lbs,Right,Right,Catlin,-,Average,HS Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,25,25,128,105,48,16,2,1,25,44,19,5,19,0.457,0.535,0.676,41.2,17.4,0.219,0.511,1.212,0.465,0,2.2,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35216,3B,2,DEWEY MILLER,,16,USA,"Oklahoma City, OK","5' 10""",160 lbs,Right,Right,Agra,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,22,22,113,94,38,14,2,1,26,31,14,6,17,0.404,0.482,0.628,31,13.7,0.223,0.468,1.11,0.416,0,1.5,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34141,SS,38,DICK BAILEY,,17,USA,"Philadelphia, PA","5' 11""",155 lbs,Switch,Right,York,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,24,24,121,98,41,14,1,1,23,34,18,5,16,0.418,0.508,0.612,32.9,14.3,0.194,0.472,1.121,0.43,0,1.6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34375,2B,6,DICK DENNIS,,17,USA,"Toms River, NJ","5' 10""",160 lbs,Right,Right,Catskill,CC Los Angeles,Average,HS Senior,1,NEU,80-83 Mph,Over the Top,Normal,27,27,135,128,52,8,1,1,31,43,3,12,10,0.406,0.43,0.508,28.8,9.5,0.102,0.412,0.937,0.44,0,1.1,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Hard,Average,1935,
35405,RF,9,DICK JURS,,16,USA,"Maplewood, MO","5' 9""",145 lbs,Right,Right,Carlyle,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,26,26,130,113,46,9,1,1,25,42,13,9,11,0.407,0.473,0.531,32.1,12.2,0.124,0.439,1.004,0.433,0,1.4,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34051,SS,17,DICK MORRIS,,15,USA,"Memphis, TN","5' 10""",145 lbs,Left,Right,Savannah,-,Average,HS Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,21,21,106,90,41,9,1,1,26,34,11,5,11,0.456,0.524,0.611,31,14.9,0.156,0.482,1.135,0.476,0,1.5,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35685,SS,11,DICK RICHARDSON,,18,USA,"Chicago, IL","5' 10""",160 lbs,Right,Right,Dowagiac,Bluegrass State,Average,HS Senior,1,FB,80-83 Mph,Normal (3/4),Normal,26,26,132,117,52,13,1,1,32,48,6,3,15,0.444,0.473,0.598,35,13.1,0.154,0.451,1.071,0.44,0,1.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34165,C,14,DOC DETHLOFF,,17,USA,"Chicago, IL","5' 11""",185 lbs,Switch,Right,Peru,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,21,21,107,94,43,10,1,1,27,31,10,5,12,0.457,0.519,0.617,31.4,16,0.16,0.491,1.136,0.477,0,1.6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35341,RF,5,DOC TURNER,,16,USA,"East St. Louis, IL","5' 11""",155 lbs,Right,Right,Overland,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,22,22,113,93,40,15,6,1,24,29,16,5,22,0.43,0.523,0.753,39.1,16,0.323,0.523,1.275,0.448,0,2,0,35,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35647,CF,5,DODE FOSTER,,21,USA,"Murfreesboro, TN","5' 10""",170 lbs,Right,Right,Indianapolis Tech,-,Fair,CO Junior,1,EX FB,80-83 Mph,Sidearm,Normal,45,45,225,194,57,9,9,1,27,47,24,8,19,0.294,0.369,0.448,37.3,6.6,0.155,0.353,0.818,0.298,0,0.7,0,35,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Hard,Average,1935,
34340,3B,95,DOM BRISENO,,18,USA,"San Francisco, CA","5' 9""",160 lbs,Right,Right,Lincoln,San Diego Maritime Academy,Average,HS Senior,1,FB,80-83 Mph,Normal (3/4),Normal,23,23,115,94,39,10,1,1,27,36,16,3,12,0.415,0.5,0.574,29.9,13.2,0.16,0.456,1.074,0.418,0,1.4,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35224,CF,10,DON GATES,,16,USA,"Kansas City, KS","5' 9""",150 lbs,Right,Right,Lincoln,-,Average,HS Junior,1,NEU,80-83 Mph,Over the Top,Normal,22,22,113,97,44,14,5,1,23,36,8,6,20,0.454,0.505,0.732,41.3,18.6,0.278,0.509,1.236,0.467,0,1.9,0,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34553,3B,12,DON MONTGOMERY,,15,USA,"Zeigler, IL","6' 0""",170 lbs,Right,Right,Principia,-,Average,HS Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,24,24,124,108,42,6,2,1,25,30,12,9,9,0.389,0.444,0.509,28.3,10.8,0.12,0.416,0.953,0.406,0,1.1,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34004,SP,10,DON WILLIAMS,,15,USA,"Cincinnati, OH","5' 10""",140 lbs,Right,Right,Colerain,-,Average,HS Freshman,3,NEU,83-85 Mph,Over the Top,Normal,23,23,119,114,40,4,2,1,24,29,2,14,7,0.351,0.361,0.447,18.8,6.6,0.096,0.352,0.809,0.386,0,0.4,0,1,1,12,12,5,3,0,0,0,82.1,78,4,32,30,33,69,3.28,0.281,1.35,12.5,0.4,8.5,3.6,7.5,2.1,0,0,0,0,3.47,0,1.7,2,Slot,Extremely Hard,Average,1935,
34193,CF,8,DOUG BENNETT,,20,USA,"Middle Valley, TN","5' 10""",170 lbs,Left,Left,Columbia Military Academy,-,Great,CO Sophomore,1,FB,80-83 Mph,Over the Top,Normal,60,60,302,255,67,10,5,1,35,55,38,16,16,0.263,0.368,0.353,42.4,5.8,0.09,0.328,0.721,0.276,0,0.3,0,36,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34331,3B,7,DUNK SCOTT,,17,CAN,"Lantz, NS","6' 2""",175 lbs,Switch,Right,Ellwood City,Liberty College,Average,HS Senior,1,NEU,80-83 Mph,Normal (3/4),Normal,25,25,127,110,52,11,6,1,32,37,11,1,18,0.473,0.532,0.709,44.5,17.9,0.236,0.517,1.241,0.472,0,2.2,0,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$950 ,Extremely Hard,Average,1935,
34089,SS,7,ED PECK,,16,USA,"New York, NY","5' 8""",135 lbs,Right,Right,Wallkill,-,Average,HS Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,24,24,120,101,50,9,3,1,28,41,16,4,13,0.495,0.568,0.673,41.3,18.9,0.178,0.528,1.241,0.51,0,2.2,0,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
36437,CF,17,EDDIE BECKER,,19,USA,"Bristol, RI","5' 10""",165 lbs,Right,Right,Garden State,-,Great,CO Sophomore,1,NEU,80-83 Mph,Over the Top,Normal,45,45,228,193,58,8,4,1,30,42,32,9,13,0.301,0.399,0.399,38.6,7.2,0.098,0.361,0.798,0.308,0,0.9,0,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34470,SP,25,EDDIE DUNCAN,,17,USA,"Lansing, MI","5' 9""",145 lbs,Right,Right,Dundee,Daniel Boone College,Average,HS Senior,3,FB,85-87 Mph,Over the Top,Normal,25,25,127,121,46,6,2,1,26,42,1,3,9,0.38,0.384,0.488,22.6,7.3,0.107,0.372,0.872,0.378,0,0.6,0,10,5,13,8,4,1,0,0,0,60.1,54,3,22,18,19,62,2.69,0.28,1.21,11,0.4,8.1,2.8,9.2,3.3,0,0,0,0,2.79,0,1.7,1.5,Slot,Hard,Average,1935,
34590,2B,13,EDDIE JOB,,16,USA,"Colorado Springs, CO","5' 9""",140 lbs,Right,Right,Greeley,-,Average,HS Sophomore,3,FB,83-85 Mph,Normal (3/4),Normal,26,26,130,104,45,14,2,1,30,41,18,7,17,0.433,0.527,0.635,39.9,16.1,0.202,0.495,1.162,0.449,0,2,0,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34601,CF,27,EDDIE KINCAID,,16,USA,"Cleveland, OH","5' 9""",145 lbs,Left,Right,Avon,-,Average,HS Sophomore,1,FB,80-83 Mph,Over the Top,Normal,22,22,112,93,45,12,0,1,27,41,14,4,13,0.484,0.55,0.645,36.2,18.1,0.161,0.511,1.195,0.489,0,1.9,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35598,SP,22,EFFA BANCROFT,,18,USA,"Pittsfield, MA","6' 5""",180 lbs,Left,Left,Amsterdam,New Castle State,Average,HS Senior,3,NEU,86-88 Mph,Normal (3/4),Normal,10,10,54,48,17,5,1,1,14,16,1,5,7,0.354,0.346,0.563,8.7,5.9,0.208,0.36,0.909,0.356,0,0.2,0,7,4,16,16,8,3,0,0,0,113.2,85,5,30,28,48,133,2.22,0.253,1.17,10.8,0.4,6.7,3.8,10.5,2.8,0,0,0,0,2.78,0,3.5,4.6,Slot,Extremely Hard,Average,1935,
34163,RF,11,ELLISON STERNER,,17,USA,"Dayton, OH","6' 1""",170 lbs,Right,Right,Kiser,-,Average,HS Junior,1,FB,80-83 Mph,Over the Top,Normal,20,20,104,90,48,13,5,1,26,35,10,1,19,0.533,0.578,0.822,45,23.8,0.289,0.576,1.401,0.528,0,2.4,0,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34642,CF,2,ELMER SZELIGA,,15,USA,"San Francisco, CA","5' 7""",145 lbs,Switch,Right,Wilson,-,Average,HS Sophomore,5,NEU,83-85 Mph,Normal (3/4),Normal,21,21,105,88,39,13,2,1,25,32,11,4,16,0.443,0.495,0.67,31.4,15.1,0.227,0.482,1.166,0.442,0,1.5,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35597,C,10,EMIL WARGO,,18,USA,"Lawrence, MA","5' 10""",170 lbs,Right,Right,Medfield,Pierpont University,Average,HS Senior,1,EX FB,80-83 Mph,Normal (3/4),Normal,26,26,132,121,59,16,2,1,36,48,6,2,19,0.488,0.512,0.678,42.7,16.9,0.19,0.5,1.189,0.487,0,2.1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Normal,Average,1935,
34093,2B,22,ERIC FIORE,,15,USA,"Toledo, OH","5' 9""",140 lbs,Right,Right,East,-,Average,HS Sophomore,1,FB,80-83 Mph,Over the Top,Normal,21,21,107,78,38,15,4,1,25,28,18,1,20,0.487,0.604,0.821,45.4,25,0.333,0.579,1.424,0.474,0,2.4,0,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35460,SS,25,ERNIE BROWN,THE HANDYMAN,20,USA,"Parkersburg, WV","6' 0""",170 lbs,Switch,Right,Rainier College,-,Great,CO Sophomore,1,FB,80-83 Mph,Over the Top,Normal,45,45,228,214,65,11,1,1,44,40,9,11,13,0.304,0.333,0.379,29.4,5,0.075,0.315,0.712,0.312,0,0,0,25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
33900,RF,11,ERNIE CHAMNESS,,15,USA,"Torrington, CT","5' 10""",155 lbs,Left,Left,Torrington,-,Average,HS Freshman,1,FB,80-83 Mph,Over the Top,Normal,22,22,113,93,41,14,3,1,26,38,16,6,18,0.441,0.523,0.688,35.5,16,0.247,0.504,1.211,0.46,0,1.9,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34156,CF,1,FRANK HARDY,,19,USA,"Houston, TX","5' 10""",165 lbs,Left,Right,Opelika State,-,Great,CO Sophomore,1,NEU,80-83 Mph,Normal (3/4),Normal,40,40,202,170,45,6,1,1,28,37,26,13,8,0.265,0.37,0.329,28.2,5.7,0.065,0.323,0.699,0.28,0,0.1,0,36,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34062,3B,33,FRANK SMITH,,16,USA,"Eureka, CA","5' 10""",160 lbs,Right,Right,Grants Pass,-,Average,HS Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,22,22,112,86,36,10,0,1,23,26,19,4,11,0.419,0.532,0.57,30.1,14.8,0.151,0.478,1.101,0.422,0,1.6,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35507,C,13,FRANKIE KITCHEN,,20,USA,"Albany, NY","5' 10""",180 lbs,Right,Right,College of Waco,-,Great,CO Junior,1,FB,80-83 Mph,Over the Top,Normal,48,48,244,203,52,11,1,1,33,37,33,18,13,0.256,0.379,0.335,30.3,5.3,0.079,0.333,0.714,0.277,0,0.4,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Normal,Average,1935,
33895,CF,23,FREDDIE BATTEN,,14,USA,"Haverhill, MA","5' 10""",145 lbs,Left,Left,Haverhill,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,21,21,109,91,37,10,2,1,20,34,16,4,13,0.407,0.5,0.593,29.9,14.1,0.187,0.471,1.093,0.419,0,1.5,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34032,C,18,FRENCHY LEVESQUE,,15,USA,"Cincinnati, OH","6' 0""",175 lbs,Right,Right,Hillcrest,-,Average,HS Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,21,21,106,83,32,11,0,1,17,27,15,6,12,0.386,0.476,0.554,25,11.3,0.169,0.433,1.03,0.392,0,1.1,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
33888,3B,6,GABBY PLATT,,15,USA,"Danville, VA","5' 9""",145 lbs,Left,Right,Danville,-,Average,HS Freshman,1,FB,80-83 Mph,Over the Top,Normal,22,22,111,88,41,11,4,1,24,34,19,6,16,0.466,0.56,0.716,41.1,20.9,0.25,0.529,1.276,0.488,0,2.1,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34414,1B,2,GENE MATHEWS,,18,USA,"Wellsville, NY","6' 0""",190 lbs,Right,Right,Turners Falls,CC Los Angeles,Average,HS Senior,1,NEU,80-83 Mph,Normal (3/4),Normal,23,23,119,95,47,9,1,1,27,43,16,5,11,0.495,0.59,0.642,39,20.7,0.147,0.53,1.232,0.517,0,2.2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$1k,Extremely Hard,Average,1935,
36217,CF,6,GENE WHITE,,19,USA,"Detroit, MI","6' 0""",170 lbs,Right,Right,Maryland State,-,Great,CO Freshman,3,FB,83-85 Mph,Normal (3/4),Normal,43,43,217,187,52,6,1,1,31,37,26,10,8,0.278,0.367,0.337,28.6,5.3,0.059,0.323,0.704,0.288,0,0.1,0,33,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34304,CF,2,GEORGE CANTWELL,,20,USA,"Portland, OR","5' 10""",170 lbs,Right,Right,Portland Tech,-,Great,CO Junior,1,FB,80-83 Mph,Normal (3/4),Normal,49,49,245,205,59,10,4,1,37,48,29,13,15,0.288,0.389,0.39,39.7,6.8,0.102,0.352,0.78,0.299,0,0.8,0,39,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$550 ,Hard,Average,1935,
34549,C,16,GEORGE HOOVER,,16,USA,"New York, NY","5' 10""",155 lbs,Switch,Right,Bound Brook,-,Average,HS Sophomore,1,NEU,80-83 Mph,Normal (3/4),Normal,26,26,133,106,42,16,4,1,23,35,20,12,21,0.396,0.492,0.651,39.9,15,0.255,0.478,1.143,0.427,0,1.9,0,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34559,2B,16,GEORGE KIRK,,16,USA,"Memphis, TN","5' 11""",150 lbs,Left,Right,Brownsville,-,Average,HS Sophomore,1,FB,80-83 Mph,Over the Top,Normal,22,22,113,95,43,13,4,1,28,40,10,3,18,0.453,0.5,0.705,37.1,15.4,0.253,0.491,1.205,0.447,0,1.7,0,27,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34538,3B,20,GEORGE MCDONALD,,16,USA,"New York, NY","5' 6""",135 lbs,Left,Right,Passaic,-,Average,HS Sophomore,1,NEU,80-83 Mph,Over the Top,Normal,23,23,119,100,44,13,1,1,29,41,17,7,15,0.44,0.521,0.62,34.7,16.2,0.18,0.493,1.141,0.462,0,1.8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
